# ========
# captured on: Wed Feb  6 11:49:58 2013
# hostname : santana
# os release : 3.7.3-101.fc17.x86_64
# perf version : 3.7.3-101.fc17.x86_64
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
# cpuid : GenuineIntel,6,58,9
# total memory : 3612352 kB
# cmdline : /usr/bin/perf record --event=r003b088 -j any_call --pid=4158,4157,4156,4155,4154,4153,4152,4151,4150,4149,4148,4147,4146,4145,4144,4143,4142,4141,4140,4139,4138,4137,4136,4135,4134,4133,4132,4131,4130,4129,4128,4127,4126,4125,4124,4123,4122,4121,4120,4119,4118,4117,4116,4115,4114,4113,4112,4111,4110,4109,4108,4107,4106,4105,4104,4103,4102,4101,4100,4099,4098,4097,4096,4095,4088,4087,4086,4085,4083,4081 ./waitforpid.sh 4092 
# event : name = r003b088, type = 4, config = 0x3b088, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 51680, 51681, 51682, 51683, 51684, 51685, 51686, 51687, 51688, 51689, 51690, 51691, 51692, 51693, 51694, 51695, 51696, 51697, 51698, 51699, 51700, 51701, 51702, 51703, 51704, 51705, 51706, 51707, 51708, 51709, 51710, 51711, 51712, 51713, 51714, 51715, 51716, 51717, 51718, 51719, 51720, 51721, 51722, 51723, 51724, 51725, 51726, 51727, 51728, 51729, 51730, 51731, 51732, 51733, 51734, 51735, 51736, 51737, 51738, 51739, 51740, 51741, 51742, 51743, 51744, 51745, 51746, 51747, 51748, 51749 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# contains samples with branch stack
# pmu mappings: cpu = 4, software = 1, tracepoint = 2, breakpoint = 5
# ========
#
# Samples: 9M of event 'r003b088'
# Event count (approx.): 9290766
#
# Overhead   Command  Source Shared Object                                  Source Symbol  Target Shared Object                                  Target Symbol
# ........  ........  ....................  .............................................  ....................  .............................................
#
     0.09%  postgres  [kernel.kallsyms]     [k] dequeue_task                               [kernel.kallsyms]     [k] dequeue_task_fair                        
     0.09%  postgres  postgres              [.] ExecTypeFromTLInternal                     postgres              [.] exprType                                 
     0.09%  postgres  [kernel.kallsyms]     [k] set_next_entity                            [kernel.kallsyms]     [k] __dequeue_entity                         
     0.09%  postgres  postgres              [.] bms_make_singleton                         postgres              [.] MemoryContextAllocZero                   
     0.09%  postgres  [kernel.kallsyms]     [k] schedule                                   [kernel.kallsyms]     [k] __schedule                               
     0.09%  postgres  [kernel.kallsyms]     [k] select_task_rq_fair                        [kernel.kallsyms]     [k] target_load                              
     0.09%  postgres  postgres              [.] ExecTypeFromTLInternal                     postgres              [.] TupleDescInitEntry                       
     0.09%  postgres  postgres              [.] ExecTypeFromTLInternal                     postgres              [.] exprCollation                            
     0.09%  postgres  postgres              [.] TupleDescInitEntry                         postgres              [.] namestrcpy                               
     0.09%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                   
     0.09%  postgres  postgres              [.] makeTargetEntry                            postgres              [.] MemoryContextAllocZeroAligned            
     0.09%  postgres  postgres              [.] MemoryContextStrdup                        postgres              [.] strlen@plt                               
     0.09%  postgres  postgres              [.] expression_tree_walker                     postgres              [.] finalize_primnode                        
     0.09%  postgres  postgres              [.] MemoryContextStrdup                        postgres              [.] memcpy@plt                               
     0.09%  postgres  postgres              [.] MemoryContextStrdup                        postgres              [.] MemoryContextAlloc                       
     0.09%  postgres  postgres              [.] bms_copy                                   postgres              [.] MemoryContextAlloc                       
     0.09%  postgres  postgres              [.] bms_copy                                   postgres              [.] memcpy@plt                               
     0.09%  postgres  postgres              [.] expression_tree_mutator                    postgres              [.] eval_const_expressions_mutator           
     0.09%  postgres  [kernel.kallsyms]     [k] account_entity_enqueue                     [kernel.kallsyms]     [k] __list_add                               
     0.08%  postgres  [kernel.kallsyms]     [k] deactivate_task                            [kernel.kallsyms]     [k] dequeue_task                             
     0.08%  postgres  [kernel.kallsyms]     [k] unix_stream_recvmsg                        [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.08%  postgres  postgres              [.] TransactionIdIsInProgress                  postgres              [.] TransactionIdIsKnownCompleted            
     0.08%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] select_task_rq_fair                      
     0.08%  postgres  [kernel.kallsyms]     [k] dequeue_task_fair                          [kernel.kallsyms]     [k] hrtick_update                            
     0.08%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] task_waking_fair                         
     0.08%  postgres  [kernel.kallsyms]     [k] enqueue_task                               [kernel.kallsyms]     [k] enqueue_task_fair                        
     0.08%  postgres  postgres              [.] TransactionIdIsInProgress                  postgres              [.] LWLockRelease                            
     0.08%  postgres  postgres              [.] TransactionIdIsInProgress                  postgres              [.] TransactionIdIsCurrentTransactionId      
     0.08%  postgres  [kernel.kallsyms]     [k] enqueue_task                               [kernel.kallsyms]     [k] update_rq_clock                          
     0.08%  postgres  [kernel.kallsyms]     [k] __schedule                                 [kernel.kallsyms]     [k] deactivate_task                          
     0.08%  postgres  postgres              [.] assign_collations_walker                   postgres              [.] expression_tree_walker                   
     0.08%  postgres  [kernel.kallsyms]     [k] activate_task                              [kernel.kallsyms]     [k] enqueue_task                             
     0.08%  postgres  postgres              [.] CleanUpLock                                postgres              [.] hash_search_with_hash_value              
     0.08%  postgres  postgres              [.] relation_close                             postgres              [.] RelationClose                            
     0.08%  postgres  [kernel.kallsyms]     [.] enqueue_task_fair                          [kernel.kallsyms]     [.] hrtick_update                            
     0.08%  postgres  postgres              [.] scanRTEForColumn                           postgres              [.] strcmp@plt                               
     0.08%  postgres  postgres              [.] list_free_private                          postgres              [.] pfree                                    
     0.08%  postgres  postgres              [.] expression_tree_mutator                    postgres              [.] lappend                                  
     0.08%  postgres  postgres              [.] DirectFunctionCall1Coll                    postgres              [.] hashchar                                 
     0.08%  postgres  postgres              [.] query_tree_walker                          postgres              [.] assign_query_collations_walker           
     0.08%  postgres  postgres              [.] TransactionIdIsInProgress                  postgres              [.] LWLockAcquire                            
     0.07%  postgres  postgres              [.] ResourceOwnerDelete                        postgres              [.] pfree                                    
     0.07%  postgres  postgres              [.] PageRepairFragmentation                    postgres              [.] memmove@plt                              
     0.07%  postgres  [kernel.kallsyms]     [k] put_prev_task_fair                         [kernel.kallsyms]     [k] update_curr                              
     0.07%  postgres  postgres              [.] expression_tree_walker                     postgres              [.] assign_collations_walker                 
     0.07%  postgres  postgres              [.] cost_qual_eval                             postgres              [.] cost_qual_eval_walker                    
     0.07%  postgres  [kernel.kallsyms]     [.] ttwu_do_wakeup                             [kernel.kallsyms]     [.] check_preempt_curr                       
     0.07%  postgres  [kernel.kallsyms]     [.] try_to_wake_up                             [kernel.kallsyms]     [.] ttwu_stat                                
     0.07%  postgres  postgres              [.] downcase_truncate_identifier               postgres              [.] MemoryContextAlloc                       
     0.07%  postgres  [kernel.kallsyms]     [.] ttwu_do_activate.constprop.81              [kernel.kallsyms]     [.] ttwu_do_wakeup                           
     0.07%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore              
     0.07%  postgres  postgres              [.] LockAcquireExtended                        postgres              [.] LockTagHashCode                          
     0.07%  postgres  postgres              [.] LockAcquireExtended                        postgres              [.] LWLockAcquire                            
     0.07%  postgres  postgres              [.] LockAcquireExtended                        postgres              [.] MemoryContextAlloc                       
     0.07%  postgres  [kernel.kallsyms]     [k] wake_up_process                            [kernel.kallsyms]     [k] try_to_wake_up                           
     0.07%  postgres  [kernel.kallsyms]     [k] put_prev_task_fair                         [kernel.kallsyms]     [k] __enqueue_entity                         
     0.07%  postgres  postgres              [.] DirectFunctionCall1Coll                    postgres              [.] hashint2                                 
     0.07%  postgres  postgres              [.] copyObject                                 postgres              [.] check_stack_depth                        
     0.07%  postgres  postgres              [.] EvalPlanQualFetch                          postgres              [.] ReleaseBuffer                            
     0.07%  postgres  [kernel.kallsyms]     [k] select_task_rq_fair                        [kernel.kallsyms]     [k] source_load                              
     0.07%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.07%  postgres  postgres              [.] copyObject                                 postgres              [.] MemoryContextAllocZeroAligned            
     0.07%  postgres  [kernel.kallsyms]     [k] __schedule                                 [kernel.kallsyms]     [k] perf_event_task_sched_out                
     0.07%  postgres  postgres              [.] heap_open                                  postgres              [.] relation_open                            
     0.07%  postgres  postgres              [.] FunctionCall2Coll                          postgres              [.] int2eq                                   
     0.07%  postgres  [kernel.kallsyms]     [k] ttwu_do_activate.constprop.81              [kernel.kallsyms]     [k] activate_task                            
     0.07%  postgres  [kernel.kallsyms]     [k] perf_event_task_sched_out                  [kernel.kallsyms]     [k] __perf_event_task_sched_out              
     0.07%  postgres  postgres              [k] LockAcquireExtended                        postgres              [k] LWLockRelease                            
     0.07%  postgres  postgres              [.] core_yylex                                 postgres              [.] downcase_truncate_identifier             
     0.07%  postgres  postgres              [.] WaitOnLock                                 postgres              [.] pgstat_report_waiting                    
     0.07%  postgres  postgres              [.] AllocSetAlloc                              postgres              [.] malloc@plt                               
     0.07%  postgres  [kernel.kallsyms]     [k] wake_up_sem_queue_do                       [kernel.kallsyms]     [k] wake_up_process                          
     0.07%  postgres  postgres              [.] base_yyparse                               postgres              [.] MemoryContextAllocZeroAligned            
     0.07%  postgres  [kernel.kallsyms]     [k] try_to_wake_up                             [kernel.kallsyms]     [k] ttwu_do_activate.constprop.81            
     0.07%  postgres  postgres              [.] transformExpr                              postgres              [.] check_stack_depth                        
     0.07%  postgres  [kernel.kallsyms]     [.] hrtimer_try_to_cancel                      [kernel.kallsyms]     [.] _raw_spin_unlock_irqrestore              
     0.07%  postgres  postgres              [.] EvalPlanQualFetch                          postgres              [.] heap_fetch                               
     0.07%  postgres  postgres              [.] create_plan_recurse                        postgres              [.] bms_is_empty                             
     0.07%  postgres  libc-2.15.so          [k] __GI___setitimer                           [kernel.kallsyms]     [k] system_call                              
     0.07%  postgres  [kernel.kallsyms]     [k] sys_semtimedop                             [kernel.kallsyms]     [k] wake_up_sem_queue_do                     
     0.07%  postgres  [kernel.kallsyms]     [k] sys_semtimedop                             [kernel.kallsyms]     [k] schedule                                 
     0.07%  postgres  postgres              [.] heap_fetch                                 postgres              [.] ReadBuffer                               
     0.07%  postgres  [kernel.kallsyms]     [k] update_queue                               [kernel.kallsyms]     [k] __list_add                               
     0.06%  postgres  libc-2.15.so          [.] malloc                                     libc-2.15.so          [.] _int_malloc                              
     0.06%  postgres  postgres              [.] ExecResetTupleTable                        postgres              [.] ExecClearTuple                           
     0.06%  postgres  [kernel.kallsyms]     [k] do_smart_update                            [kernel.kallsyms]     [k] get_seconds                              
     0.06%  postgres  [kernel.kallsyms]     [.] sys_setitimer                              [kernel.kallsyms]     [.] do_setitimer                             
     0.06%  postgres  [kernel.kallsyms]     [k] sys_setitimer                              [kernel.kallsyms]     [k] _copy_from_user                          
     0.06%  postgres  postgres              [.] heap_fetch                                 postgres              [.] CheckForSerializableConflictOut          
     0.06%  postgres  [kernel.kallsyms]     [k] system_call                                [kernel.kallsyms]     [k] sys_setitimer                            
     0.06%  postgres  [kernel.kallsyms]     [k] load_balance                               [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.06%  postgres  [kernel.kallsyms]     [.] do_setitimer                               [kernel.kallsyms]     [.] _raw_spin_lock_irq                       
     0.06%  postgres  postgres              [.] canonicalize_all_pathkeys                  postgres              [.] canonicalize_pathkeys                    
     0.06%  postgres  [kernel.kallsyms]     [k] sys_setitimer                              [kernel.kallsyms]     [k] _cond_resched                            
     0.06%  postgres  postgres              [.] subquery_planner                           postgres              [.] preprocess_expression                    
     0.06%  postgres  postgres              [.] WaitOnLock                                 postgres              [.] set_ps_display                           
     0.06%  postgres  postgres              [.] LockAcquireExtended                        postgres              [.] LockCheckConflicts                       
     0.06%  postgres  [kernel.kallsyms]     [.] hrtimer_try_to_cancel                      [kernel.kallsyms]     [.] lock_hrtimer_base.isra.21                
     0.06%  postgres  postgres              [.] RemoveLocalLock                            postgres              [.] pfree                                    
